#Time [s]	CarSpeed	Gear	EngSpeed
7.500200	0.000000	0	750
7.500800	0.000000	0	750
7.500900	0.000000	0	750
7.550200	0.000000	0	750
7.550600	0.000000	0	750
7.550800	0.000000	0	750
7.600200	0.000000	0	750
7.600800	0.000000	0	750
7.600900	0.000000	0	750
7.650200	0.000000	0	750
7.650700	0.000000	0	750
7.650800	0.000000	0	750
7.700200	0.000000	0	750
7.700800	0.000000	0	750
7.700900	0.000000	0	750
7.750200	0.000000	0	750
7.750700	0.000000	0	750
7.750800	0.000000	0	750
7.800200	0.000000	0	750
7.800800	0.000000	0	750
7.800900	0.000000	0	750
7.850200	0.000000	0	750
7.850700	0.000000	0	750
7.850800	0.000000	0	750
7.900200	0.000000	0	750
7.900800	0.000000	0	750
7.900900	0.000000	0	750
7.950200	0.000000	0	750
7.950700	0.000000	0	750
7.950800	0.000000	0	750
8.000100	0.000000	0	750
8.000700	0.000000	0	750
8.000800	0.000000	0	750
8.050200	0.000000	0	750
8.050700	0.000000	0	750
8.050800	0.000000	0	750
8.100200	0.000000	0	750
8.100700	0.000000	0	750
8.100900	0.000000	0	750
8.150100	0.000000	0	750
8.150700	0.000000	0	750
8.150800	0.000000	0	750
8.200200	0.000000	0	750
8.200800	0.000000	0	750
8.200900	0.000000	0	750
8.250100	0.000000	0	750
8.250700	0.000000	0	750
8.300200	0.000000	0	750
8.300800	0.000000	0	750
8.300900	0.000000	0	750
8.350200	0.000000	0	750
8.350600	0.000000	0	750
8.350700	0.000000	0	750
8.400100	0.000000	0	750
8.400800	0.000000	0	750
8.400900	0.000000	0	750
8.450200	0.000000	0	750
8.450700	0.000000	0	750
8.450800	0.000000	0	750
8.500100	0.000000	0	750
8.500700	0.000000	0	750
8.500800	0.000000	0	750
8.550200	0.000000	0	750
8.550700	0.000000	0	750
8.550800	0.000000	0	750
8.600200	0.000000	0	750
8.600700	0.000000	0	750
8.600900	0.000000	0	750
8.650100	0.000000	0	750
8.650700	0.000000	0	750
8.650800	0.000000	0	750
8.700200	0.000000	0	750
8.700800	0.000000	0	750
8.700900	0.000000	0	750
8.750100	0.000000	0	750
8.750700	0.000000	0	750
8.800200	0.000000	0	750
8.800800	0.000000	0	750
8.800900	0.000000	0	750
8.850200	0.000000	0	750
8.850600	0.000000	0	750
8.850700	0.000000	0	750
8.900100	0.000000	0	750
8.900800	0.000000	0	750
8.900900	0.000000	0	750
8.950200	0.000000	0	4
8.950500	0.000000	0	4
8.950800	0.000000	1	4
9.000200	0.000000	1	10
9.000700	0.000000	1	10
9.000800	0.000000	1	10
9.050200	0.000000	1	17
9.050600	0.000000	1	17
9.050800	0.000000	1	17
9.100200	0.000000	1	23
9.100700	0.000000	1	23
9.100900	0.000000	1	23
9.150100	0.000000	1	30
9.150600	0.000000	1	30
9.150700	0.000000	1	30
9.200200	0.000000	1	36
9.200800	0.000000	1	36
9.200900	0.000000	1	36
9.250200	0.000000	1	43
9.250600	0.000000	1	43
9.250700	0.000000	1	43
9.300200	0.000000	1	49
9.300800	0.000000	1	49
9.300900	0.000000	1	49
9.350200	0.000000	1	55
9.350600	0.000000	1	55
9.350800	0.000000	1	55
9.400100	0.000000	1	62
9.400800	0.500000	1	62
9.400900	0.500000	1	62
9.450200	0.500000	1	68
9.450500	0.500000	1	68
9.450700	0.500000	1	68
9.500200	0.500000	1	75
9.500700	0.500000	1	75
9.500800	0.500000	1	75
9.550200	0.500000	1	81
9.550600	0.500000	1	81
9.550700	0.500000	1	81
9.600200	0.500000	1	88
9.600800	0.500000	1	88
9.600900	0.500000	1	88
9.650100	0.500000	1	94
9.650600	0.500000	1	94
9.650700	0.500000	1	94
9.700200	0.500000	1	100
9.700800	0.500000	1	100
9.700900	0.500000	1	100
9.750200	0.500000	1	107
9.750600	0.500000	1	107
9.750700	0.500000	1	107
9.800200	0.500000	1	113
9.800800	0.500000	1	113
9.800900	0.500000	1	113
9.850200	0.500000	1	120
9.850600	0.500000	1	120
9.850800	0.500000	1	120
9.900100	0.500000	1	126
9.900800	0.500000	1	126
9.900900	0.500000	1	126
9.950200	0.500000	1	133
9.950500	0.500000	1	133
9.950700	0.500000	1	133
10.000200	0.500000	1	139
10.000700	0.500000	1	139
10.000800	0.500000	1	139
10.050200	0.500000	1	146
10.050600	0.500000	1	146
10.050700	0.500000	1	146
10.100200	0.500000	1	152
10.100800	0.500000	1	152
10.100900	0.500000	1	152
10.150100	0.500000	1	158
10.150600	0.500000	1	158
10.150700	0.500000	1	158
10.200200	0.500000	1	166
10.200800	0.500000	1	166
10.200900	0.500000	1	166
10.250200	0.500000	1	174
10.250600	1.000000	1	174
10.250700	1.000000	1	174
10.300200	1.000000	1	185
10.300800	1.000000	1	185
10.300900	1.000000	1	185
10.350200	1.000000	1	198
10.350600	1.000000	1	198
10.400100	1.000000	1	215
10.400800	1.000000	1	215
10.400900	1.000000	1	215
10.450200	1.000000	1	236
10.450500	1.000000	1	236
10.450800	1.000000	1	236
10.500200	1.000000	1	261
10.500700	1.000000	1	261
10.500800	1.000000	1	261
10.550200	1.000000	1	288
10.550600	1.500000	1	288
10.550700	1.500000	1	288
10.600200	1.500000	1	318
10.600800	1.500000	1	318
10.600900	1.500000	1	318
10.650100	1.500000	1	351
10.650600	1.500000	1	351
10.650700	1.500000	1	351
10.700200	1.500000	1	387
10.700800	1.500000	1	387
10.700900	1.500000	1	387
10.750200	1.500000	1	425
10.750600	2.000000	1	425
10.750700	2.000000	1	425
10.800200	2.000000	1	466
10.800800	2.000000	1	466
10.800900	2.000000	1	466
10.850200	2.000000	1	511
10.850600	2.000000	1	511
10.900100	2.000000	1	560
10.900800	2.500000	1	560
10.900900	2.500000	1	560
10.950200	2.500000	1	613
10.950500	2.500000	1	613
10.950700	2.500000	1	613
11.000200	2.500000	1	670
11.000700	3.000000	1	670
11.000800	3.000000	1	670
11.050200	3.000000	1	732
11.050600	3.000000	1	732
11.050700	3.000000	1	732
11.100200	3.000000	1	797
11.100800	3.500000	1	797
11.100900	3.500000	1	797
11.150100	3.500000	1	865
11.150600	4.000000	1	865
11.150700	4.000000	1	865
11.200200	4.000000	1	936
11.200800	4.000000	1	936
11.200900	4.000000	1	936
11.250200	4.000000	1	1010
11.250600	4.500000	1	1010
11.250700	4.500000	1	1010
11.300200	4.500000	1	1086
11.300800	4.500000	1	1086
11.300900	4.500000	1	1086
11.350200	4.500000	1	1165
11.350600	5.000000	1	1165
11.400100	5.000000	1	1247
11.400800	5.500000	1	1247
11.400900	5.500000	1	1247
11.450200	5.500000	1	1329
11.450500	5.500000	1	1329
11.450700	5.500000	1	1329
11.500200	5.500000	1	1415
11.500700	6.000000	1	1415
11.500800	6.000000	1	1415
11.550200	6.000000	1	1502
11.550600	6.500000	1	1502
11.550700	6.500000	1	1502
11.600200	6.500000	1	1592
11.600800	7.000000	1	1592
11.600900	7.000000	1	1592
11.650100	7.000000	1	1683
11.650600	7.500000	1	1683
11.650800	7.500000	1	1683
11.700200	7.500000	1	1776
11.700800	7.500000	1	1776
11.700900	7.500000	1	1776
11.750200	7.500000	1	1872
11.750600	8.000000	1	1872
11.750700	8.000000	1	1872
11.800200	8.000000	1	1969
11.800800	8.500000	1	1969
11.800900	8.500000	1	1969
11.850200	8.500000	1	2068
11.850600	9.000000	1	2068
11.900100	9.000000	1	2169
11.900800	9.500000	1	2169
11.900900	9.500000	1	2169
11.950200	9.500000	1	2272
11.950600	10.000000	1	2272
11.950800	10.000000	1	2272
12.000200	10.000000	1	2374
12.000700	10.000000	1	2374
12.000900	10.000000	1	2374
12.050200	10.000000	1	2477
12.050600	10.500000	1	2477
12.050700	10.500000	1	2477
12.100200	10.500000	1	2579
12.100800	11.000000	1	2579
12.100900	11.000000	1	2579
12.150100	11.000000	1	2681
12.150600	11.500000	1	2681
12.150700	11.500000	1	2681
12.200200	11.500000	1	2784
12.200800	12.000000	1	2784
12.200900	12.000000	1	2784
12.250200	12.000000	1	2886
12.250600	12.500000	1	2886
12.250700	12.500000	1	2886
12.300200	12.500000	1	2988
12.300800	13.000000	1	2988
12.300900	13.000000	1	2988
12.350200	13.000000	1	3090
12.350600	13.500000	1	3090
12.400100	13.500000	1	3192
12.400800	13.500000	1	3192
12.400900	13.500000	1	3192
12.450200	13.500000	1	3294
12.450600	14.000000	1	3294
12.450700	14.000000	1	3294
12.500200	14.000000	1	3396
12.500700	14.500000	1	3396
12.500900	14.500000	1	3396
12.550200	14.500000	1	3497
12.550600	15.000000	1	3497
12.550700	15.000000	1	3497
12.600200	15.000000	1	3599
12.600800	15.500000	1	3599
12.600900	15.500000	1	3599
12.650100	15.500000	1	3700
12.650600	16.000000	1	3700
12.650700	16.000000	1	3700
12.700200	16.000000	1	3802
12.700800	16.500000	1	3802
12.700900	16.500000	1	3802
12.750200	16.500000	1	3903
12.750600	16.500000	1	3903
12.750700	16.500000	1	3903
12.800200	16.500000	1	4005
12.800800	17.000000	1	4005
12.800900	17.000000	1	4005
12.850200	17.000000	1	4106
12.850600	17.500000	1	4106
12.900100	17.500000	1	4207
12.900800	18.000000	1	4207
12.900900	18.000000	1	4207
12.950200	18.000000	1	4308
12.950600	18.500000	1	4308
12.950700	18.500000	1	4308
13.000200	18.500000	1	4409
13.000700	19.000000	1	4409
13.000900	19.000000	1	4409
13.050200	19.000000	1	4510
13.050600	19.500000	1	4510
13.050700	19.500000	1	4510
13.100200	19.500000	1	4611
13.100800	20.000000	1	4611
13.100900	20.000000	1	4611
13.150100	20.000000	1	4711
13.150600	20.000000	1	4711
13.150700	20.000000	1	4711
13.200200	20.000000	1	4812
13.200800	20.500000	1	4812
13.200900	20.500000	1	4812
13.250200	20.500000	1	4835
13.250600	20.500000	1	4835
13.250700	20.500000	1	4835
13.300200	20.500000	1	4839
13.300800	20.500000	1	4839
13.300900	20.500000	1	4839
13.350200	20.500000	1	4843
13.350600	20.500000	1	4843
13.400100	20.500000	1	4847
13.400800	20.500000	1	4847
13.400900	20.500000	1	4847
13.450200	20.500000	1	4850
13.450600	20.500000	1	4850
13.450700	20.500000	1	4850
13.500200	20.500000	1	4854
13.500700	20.500000	1	4854
13.500900	20.500000	1	4854
13.550200	20.500000	1	4858
13.550600	20.500000	1	4858
13.550700	20.500000	1	4858
13.600200	20.500000	1	4862
13.600800	20.500000	1	4862
13.600900	20.500000	2	4862
13.650100	20.500000	2	3891
13.650600	21.000000	2	3891
13.650700	21.000000	2	3891
13.700200	21.000000	2	3892
13.700800	21.000000	2	3892
13.700900	21.000000	2	3892
13.750200	21.000000	2	3893
13.750600	21.000000	2	3893
13.750700	21.000000	2	3893
13.800200	21.000000	2	3894
13.800800	21.000000	2	3894
13.800900	21.000000	2	3894
13.850200	21.000000	2	3895
13.850600	21.000000	2	3895
13.900100	21.000000	2	3896
13.900800	21.000000	2	3896
13.900900	21.000000	2	3896
13.950200	21.000000	2	3897
13.950600	21.000000	2	3897
13.950700	21.000000	2	3897
14.000200	21.000000	2	3899
14.000700	21.000000	2	3899
14.000900	21.000000	2	3899
14.050200	21.000000	2	3901
14.050600	21.000000	2	3901
14.050700	21.000000	2	3901
14.100200	21.000000	2	3904
14.100800	21.000000	2	3904
14.100900	21.000000	2	3904
14.150100	21.000000	2	3909
14.150600	21.000000	2	3909
14.150700	21.000000	2	3909
14.200200	21.000000	2	3916
14.200800	21.000000	2	3916
14.200900	21.000000	2	3916
14.250200	21.000000	2	3925
14.250600	21.000000	2	3925
14.250700	21.000000	2	3925
14.300200	21.000000	2	3937
14.300800	21.000000	2	3937
14.300900	21.000000	2	3937
14.350200	21.000000	2	3949
14.350600	21.000000	2	3949
14.350700	21.000000	2	3949
14.400100	21.000000	2	3963
14.400800	21.000000	2	3963
14.400900	21.000000	2	3963
14.450200	21.000000	2	3979
14.450600	21.000000	2	3979
14.450700	21.000000	2	3979
14.500200	21.000000	2	3997
14.500700	21.500000	2	3997
14.500900	21.500000	2	3997
14.550200	21.500000	2	4017
14.550600	21.500000	2	4017
14.550700	21.500000	2	4017
14.600200	21.500000	2	4037
14.600800	21.500000	2	4037
14.600900	21.500000	2	4037
14.650100	21.500000	2	4060
14.650600	21.500000	2	4060
14.650800	21.500000	2	4060
14.700200	21.500000	2	4085
14.700800	22.000000	2	4085
14.700900	22.000000	2	4085
14.750200	22.000000	2	4113
14.750600	22.000000	2	4113
14.750700	22.000000	2	4113
14.800200	22.000000	2	4142
14.800800	22.000000	2	4142
14.800900	22.000000	2	4142
14.850200	22.000000	2	4175
14.850600	22.500000	2	4175
14.850700	22.500000	2	4175
14.900100	22.500000	2	4209
14.900800	22.500000	2	4209
14.900900	22.500000	2	4209
14.950200	22.500000	2	4245
14.950600	22.500000	2	4245
14.950700	22.500000	2	4245
15.000200	22.500000	2	4282
15.000700	23.000000	2	4282
15.000900	23.000000	2	4282
15.050200	23.000000	2	4321
15.050600	23.000000	2	4321
15.050700	23.000000	2	4321
15.100200	23.000000	2	4362
15.100800	23.500000	2	4362
15.100900	23.500000	2	4362
15.150100	23.500000	2	4404
15.150600	23.500000	2	4404
15.150700	23.500000	2	4404
15.200200	23.500000	2	4448
15.200800	24.000000	2	4448
15.200900	24.000000	2	4448
15.250200	24.000000	2	4492
15.250600	24.000000	2	4492
15.250700	24.000000	2	4492
15.300200	24.000000	2	4538
15.300800	24.500000	2	4538
15.300900	24.500000	2	4538
15.350200	24.500000	2	4585
15.350600	24.500000	2	4585
15.350700	24.500000	2	4585
15.400100	24.500000	2	4633
15.400800	25.000000	2	4633
15.400900	25.000000	2	4633
15.450200	25.000000	2	4682
15.450600	25.000000	2	4682
15.450700	25.000000	2	4682
15.500200	25.000000	2	4732
15.500700	25.500000	2	4732
15.500900	25.500000	2	4732
15.550200	25.500000	2	4783
15.550600	25.500000	2	4783
15.550700	25.500000	2	4783
15.600200	25.500000	2	4836
15.600800	26.000000	2	4836
15.600900	26.000000	2	4836
15.650100	26.000000	2	4889
15.650600	26.000000	2	4889
15.650700	26.000000	2	4889
15.700200	26.000000	2	4944
15.700800	26.500000	2	4944
15.700900	26.500000	2	4944
15.750200	26.500000	2	4999
15.750600	26.500000	2	4999
15.750700	26.500000	2	4999
15.800200	26.500000	2	5055
15.800800	27.000000	2	5055
15.800900	27.000000	2	5055
15.850200	27.000000	2	5110
15.850600	27.500000	2	5110
15.850700	27.500000	2	5110
15.900100	27.500000	2	5165
15.900800	27.500000	2	5165
15.900900	27.500000	2	5165
15.950200	27.500000	2	5220
15.950600	28.000000	2	5220
15.950700	28.000000	2	5220
16.000100	28.000000	2	5275
16.000800	28.000000	2	5275
16.000900	28.000000	2	5275
16.050200	28.000000	2	5330
16.050500	28.500000	2	5330
16.050600	28.500000	2	5330
16.100200	28.500000	2	5385
16.100700	29.000000	2	5385
16.100800	29.000000	2	5385
16.150200	29.000000	2	5440
16.150600	29.000000	2	5440
16.150700	29.000000	2	5440
16.200200	29.000000	2	5495
16.200800	29.500000	2	5495
16.200900	29.500000	2	5495
16.250100	29.500000	2	5550
16.250600	29.500000	2	5550
16.250700	29.500000	2	5550
16.300200	29.500000	2	5604
16.300800	30.000000	2	5604
16.300900	30.000000	2	5604
16.350200	30.000000	2	5659
16.350600	30.000000	2	5659
16.400200	30.000000	2	5714
16.400800	30.500000	2	5714
16.400900	30.500000	2	5714
16.450200	30.500000	2	5768
16.450600	31.000000	2	5768
16.450700	31.000000	2	5768
16.500100	31.000000	2	5822
16.500800	31.000000	2	5822
16.500900	31.000000	2	5822
16.550200	31.000000	2	5876
16.550500	31.500000	2	5876
16.550600	31.500000	2	5876
16.600200	31.500000	2	5931
16.600700	31.500000	2	5931
16.600800	31.500000	2	5931
16.650200	31.500000	2	5985
16.650600	32.000000	2	5985
16.650700	32.000000	2	5985
16.700200	32.000000	2	6039
16.700800	32.500000	2	6039
16.700900	32.500000	2	6039
16.750100	32.500000	2	6059
16.750600	32.500000	2	6059
16.750700	32.500000	2	6059
16.800200	32.500000	2	6057
16.800800	32.500000	2	6057
16.800900	32.500000	2	6057
16.850200	32.500000	2	6056
16.850600	32.500000	2	6056
16.900200	32.500000	2	6054
16.900800	32.500000	2	6054
16.900900	32.500000	2	6054
16.950200	32.500000	2	6052
16.950600	32.500000	2	6052
16.950700	32.500000	2	6052
17.000100	32.500000	2	6050
17.000800	32.500000	2	6050
17.000900	32.500000	2	6050
17.050200	32.500000	2	6049
17.050500	32.500000	2	6049
17.050600	32.500000	2	6049
17.100200	32.500000	2	6047
17.100700	32.000000	2	6047
17.100800	32.000000	2	6047
17.150200	32.000000	2	4533
17.150600	32.000000	2	4533
17.150700	32.000000	3	4533
17.200200	32.000000	3	4530
17.200800	32.000000	3	4530
17.200900	32.000000	3	4530
17.250100	32.000000	3	4527
17.250600	32.000000	3	4527
17.250700	32.000000	3	4527
17.300200	32.000000	3	4524
17.300800	32.000000	3	4524
17.300900	32.000000	3	4524
17.350200	32.000000	3	4521
17.350600	32.000000	3	4521
17.400200	32.000000	3	4518
17.400800	32.000000	3	4518
17.400900	32.000000	3	4518
17.450200	32.000000	3	4515
17.450600	32.000000	3	4515
17.450700	32.000000	3	4515
17.500100	32.000000	3	4512
17.500800	32.000000	3	4512
17.500900	32.000000	3	4512
17.550200	32.000000	3	4509
17.550500	32.000000	3	4509
17.550600	32.000000	3	4509
17.600200	32.000000	3	4506
17.600700	32.000000	3	4506
17.600800	32.000000	3	4506
17.650200	32.000000	3	4503
17.650600	32.000000	3	4503
17.650700	32.000000	3	4503
17.700200	32.000000	3	4500
17.700800	32.000000	3	4500
17.700900	32.000000	3	4500
17.750100	32.000000	3	4497
17.750600	32.000000	3	4497
17.750700	32.000000	3	4497
17.800200	32.000000	3	4494
17.800800	32.000000	3	4494
17.800900	32.000000	3	4494
17.850200	32.000000	3	4491
17.850600	32.000000	3	4491
17.850700	32.000000	3	4491
17.900200	32.000000	3	4488
17.900800	32.000000	3	4488
17.900900	32.000000	3	4488
17.950200	32.000000	3	4485
17.950600	32.000000	3	4485
17.950700	32.000000	3	4485
18.000100	32.000000	3	4482
18.000800	32.000000	3	4482
18.000900	32.000000	3	4482
18.050200	32.000000	3	4479
18.050500	32.000000	3	4479
18.050700	32.000000	3	4479
18.100200	32.000000	3	4477
18.100700	32.000000	3	4477
18.100800	32.000000	3	4477
18.150200	32.000000	3	4474
18.150600	32.000000	3	4474
18.150700	32.000000	3	4474
18.200200	32.000000	3	4471
18.200800	32.000000	3	4471
18.200900	32.000000	3	4471
18.250100	32.000000	3	4468
18.250600	32.000000	3	4468
18.250700	32.000000	3	4468
18.300200	32.000000	3	4465
18.300800	31.500000	3	4465
18.300900	31.500000	3	4465
18.350200	31.500000	3	4462
18.350600	31.500000	3	4462
18.400200	31.500000	3	4460
18.400800	31.500000	3	4460
18.400900	31.500000	3	4460
18.450200	31.500000	3	4457
18.450600	31.500000	3	4457
18.450700	31.500000	3	4457
18.500100	31.500000	3	4456
18.500800	31.500000	3	4456
18.500900	31.500000	3	4456
18.550200	31.500000	3	4455
18.550500	31.500000	3	4455
18.550700	31.500000	3	4455
18.600200	31.500000	3	4455
18.600700	31.500000	3	4455
18.600800	31.500000	3	4455
18.650200	31.500000	3	4456
18.650600	31.500000	3	4456
18.650700	31.500000	3	4456
18.700200	31.500000	3	4458
18.700800	31.500000	3	4458
18.700900	31.500000	3	4458
18.750100	31.500000	3	4461
18.750600	31.500000	3	4461
18.750700	31.500000	3	4461
18.800200	31.500000	3	4464
18.800800	31.500000	3	4464
18.800900	31.500000	3	4464
18.850200	31.500000	3	4468
18.850600	32.000000	3	4468
18.900200	32.000000	3	4472
18.900800	32.000000	3	4472
18.900900	32.000000	3	4472
18.950200	32.000000	3	4477
18.950600	32.000000	3	4477
18.950700	32.000000	3	4477
19.000100	32.000000	3	4484
19.000800	32.000000	3	4484
19.000900	32.000000	3	4484
19.050200	32.000000	3	4490
19.050500	32.000000	3	4490
19.050700	32.000000	3	4490
19.100200	32.000000	3	4498
19.100700	32.000000	3	4498
19.100800	32.000000	3	4498
19.150200	32.000000	3	4507
19.150600	32.000000	3	4507
19.150800	32.000000	3	4507
19.200200	32.000000	3	4517
19.200800	32.000000	3	4517
19.200900	32.000000	3	4517
19.250100	32.000000	3	4527
19.250600	32.000000	3	4527
19.250700	32.000000	3	4527
19.300200	32.000000	3	4539
19.300800	32.500000	3	4539
19.300900	32.500000	3	4539
19.350200	32.500000	3	4551
19.350600	32.500000	3	4551
19.400200	32.500000	3	4564
19.400800	32.500000	3	4564
19.400900	32.500000	3	4564
19.450200	32.500000	3	4577
19.450600	32.500000	3	4577
19.450700	32.500000	3	4577
19.500100	32.500000	3	4591
19.500800	32.500000	3	4591
19.500900	32.500000	3	4591
19.550200	32.500000	3	4606
19.550500	33.000000	3	4606
19.550700	33.000000	3	4606
19.600200	33.000000	3	4621
19.600700	33.000000	3	4621
19.600800	33.000000	3	4621
19.650200	33.000000	3	4636
19.650600	33.000000	3	4636
19.650700	33.000000	3	4636
19.700200	33.000000	3	4652
19.700800	33.000000	3	4652
19.700900	33.000000	3	4652
19.750100	33.000000	3	4669
19.750600	33.000000	3	4669
19.750700	33.000000	3	4669
19.800200	33.000000	3	4686
19.800800	33.500000	3	4686
19.800900	33.500000	3	4686
19.850200	33.500000	3	4703
19.850600	33.500000	3	4703
19.900200	33.500000	3	4721
19.900800	33.500000	3	4721
19.900900	33.500000	3	4721
19.950200	33.500000	3	4740
19.950600	33.500000	3	4740
19.950700	33.500000	3	4740
20.000100	33.500000	3	4759
20.000800	34.000000	3	4759
20.000900	34.000000	3	4759
20.050200	34.000000	3	4778
20.050500	34.000000	3	4778
20.050700	34.000000	3	4778
20.100200	34.000000	3	4797
20.100700	34.000000	3	4797
20.100800	34.000000	3	4797
20.150200	34.000000	3	4817
20.150600	34.500000	3	4817
20.150700	34.500000	3	4817
20.200200	34.500000	3	4837
20.200800	34.500000	3	4837
20.200900	34.500000	3	4837
20.250100	34.500000	3	4857
20.250600	34.500000	3	4857
20.250700	34.500000	3	4857
20.300200	34.500000	3	4876
20.300800	34.500000	3	4876
20.300900	34.500000	3	4876
20.350200	34.500000	3	4896
20.350600	35.000000	3	4896
20.400200	35.000000	3	4915
20.400800	35.000000	3	4915
20.400900	35.000000	3	4915
20.450200	35.000000	3	4935
20.450600	35.000000	3	4935
20.450700	35.000000	3	4935
20.500100	35.000000	3	4955
20.500800	35.500000	3	4955
20.500900	35.500000	3	4955
20.550200	35.500000	3	4974
20.550500	35.500000	3	4974
20.550800	35.500000	3	4974
20.600200	35.500000	3	4993
20.600700	35.500000	3	4993
20.600800	35.500000	3	4993
20.650200	35.500000	3	5013
20.650600	35.500000	3	5013
20.650700	35.500000	3	5013
20.700200	35.500000	3	5032
20.700800	36.000000	3	5032
20.700900	36.000000	3	5032
20.750100	36.000000	3	5052
20.750600	36.000000	3	5052
20.750700	36.000000	3	5052
20.800200	36.000000	3	5071
20.800800	36.000000	3	5071
20.800900	36.000000	3	5071
20.850200	36.000000	3	5090
20.850600	36.000000	3	5090
20.900200	36.000000	3	5110
20.900800	36.500000	3	5110
20.900900	36.500000	3	5110
20.950200	36.500000	3	5129
20.950600	36.500000	3	5129
20.950700	36.500000	3	5129
21.000100	36.500000	3	5148
21.000800	36.500000	3	5148
21.000900	36.500000	3	5148
21.050200	36.500000	3	5167
21.050500	37.000000	3	5167
21.050700	37.000000	3	5167
21.100200	37.000000	3	5186
21.100700	37.000000	3	5186
21.100800	37.000000	3	5186
21.150200	37.000000	3	5205
21.150600	37.000000	3	5205
21.150700	37.000000	3	5205
21.200200	37.000000	3	5224
21.200800	37.000000	3	5224
21.200900	37.000000	3	5224
21.250100	37.000000	3	5243
21.250600	37.500000	3	5243
21.250700	37.500000	3	5243
21.300200	37.500000	3	5262
21.300800	37.500000	3	5262
21.300900	37.500000	3	5262
21.350200	37.500000	3	5281
21.350600	37.500000	3	5281
21.400200	37.500000	3	5300
